"","ano_campeonato","data","rodada","estadio","arbitro","publico","publico_max","time_mandante","time_visitante","tecnico_mandante","tecnico_visitante","colocacao_mandante","colocacao_visitante","valor_equipe_titular_mandante","valor_equipe_titular_visitante","idade_media_titular_mandante","idade_media_titular_visitante","gols_mandante","gols_visitante","gols_1_tempo_mandante","gols_1_tempo_visitante","escanteios_mandante","escanteios_visitante","faltas_mandante","faltas_visitante","chutes_bola_parada_mandante","chutes_bola_parada_visitante","defesas_mandante","defesas_visitante","impedimentos_mandante","impedimentos_visitante","chutes_mandante","chutes_visitante","chutes_fora_mandante","chutes_fora_visitante"
"98",2023,"2023-06-25",12,"Estádio Nabi Abi Chedid","Bruno Mota Correia",3798,13212,"RB Bragantino","Goiás","Pedro Caixinha","Armando Evangelista",7,17,27.7,10.65,25,29.1,2,0,2,0,10,4,17,23,21,17,0,4,0,6,20,4,8,1
"99",2024,"2024-07-05",14,"Arena Fonte Nova"," Wagner do Nascimento Magalhães",40442,47364,"EC Bahia","Juventude","Rogério Ceni","Roger Machado",4,13,37.95,10.65,28.4,29.4,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",2023,"2023-12-03",37,"Estádio Governador Plácido Castelo","Anderson Daronco",50317,60326,"Fortaleza","Goiás","Juan Pablo Vojvoda","Mário Henrique",10,18,12,10.75,30.6,27.3,1,0,1,0,4,2,19,14,14,17,1,0,2,0,6,5,4,1
"101",2023,"2023-07-08",14,"Estádio Major Antônio Couto Pereira","Rafael Rodrigo Klein",24653,40502,"Coritiba FC","América-MG","Thiago Kosloski","Vagner Mancini",18,20,18.5,10.8,28.8,29.5,3,1,2,1,7,8,16,20,19,16,3,4,2,0,14,17,3,6
"102",2024,"2024-06-30",13,"Estádio Governador Plácido Castelo"," Rodrigo José Pereira de Lima",34680,60326,"Fortaleza","Juventude","Juan Pablo Vojvoda","Roger Machado",10,13,14.65,10.9,31,28.2,2,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",2024,"2024-12-05",37,"MorumBIS"," Savio Pereira Sampaio",0,NA,"São Paulo","Juventude","Luis Zubeldía","Fábio Matias",6,13,23.85,10.9,30.3,28.7,1,2,0,0,12,2,9,15,14,8,5,1,2,0,10,13,5,4
"104",2023,"2023-05-20",7,"Arena Fonte Nova","Denis Ribeiro Serafim",32519,47364,"EC Bahia","Goiás","Renato Paiva","Émerson Ávila",13,16,19.2,10.95,26.6,27.9,1,1,1,1,4,6,19,13,13,19,4,3,1,6,23,13,14,4
"105",2023,"2023-05-27",8,"Ligga Arena","Savio Pereira Sampaio",25966,42372,"Athletico-PR","Grêmio","Paulo Turra","Renato Portaluppi",11,5,45.75,11,26.6,27.2,1,2,1,1,10,5,14,15,15,13,2,3,1,2,16,10,7,4
"106",2023,"2023-11-05",32,"Estádio Major Antônio Couto Pereira","Rafael Rodrigo Klein",12942,40502,"Coritiba FC","Goiás","Thiago Kosloski","Armando Evangelista",19,18,15.05,11.05,28.4,28.4,0,1,0,0,5,9,17,22,22,17,5,2,0,1,8,22,5,7
"107",2023,"2023-10-21",28,"Arena Fonte Nova","Rodrigo Jose Pereira de Lima",44761,47364,"EC Bahia","Fortaleza","Rogério Ceni","Juan Pablo Vojvoda",13,8,27.6,11.1,27.5,31,2,0,1,0,7,2,23,13,13,22,5,1,0,5,16,10,10,4
"108",2023,"2023-05-28",8,"Estádio Cícero Pompeu de Toledo","Rafael Rodrigo Klein",45429,72039,"São Paulo","Goiás","Dorival Júnior","Émerson Ávila",3,17,28.7,11.15,27.5,28.5,2,1,0,1,11,5,12,16,14,10,3,4,3,1,16,8,7,2
"109",2024,"2024-11-20",34,"Ligga Arena"," Alex Gomes Stefano",42177,42372,"Athletico-PR","Atlético-GO","Lucho González","Anderson Gomes",14,20,17.1,11.2,26.4,26.8,2,0,1,0,6,9,9,8,8,8,5,6,1,1,11,20,3,7
"110",2024,"2024-08-06",21,"Estádio Estadual Kléber José de Andrade"," Alex Gomes Stefano",20000,21150,"Cruzeiro","Fortaleza","Fernando Seabra","Juan Pablo Vojvoda",5,3,42.3,11.2,27.6,30.9,1,2,1,2,5,1,18,17,15,18,2,6,1,2,15,11,5,3
"111",2023,"2023-09-21",24,"Estádio Cícero Pompeu de Toledo","Yuri Elino Ferreira da Cruz",24777,72039,"São Paulo","Fortaleza","Dorival Júnior","Juan Pablo Vojvoda",10,8,28.3,11.35,26.1,30.8,1,2,0,1,9,0,21,14,14,20,2,6,0,0,13,7,6,3
"112",2024,"2024-07-21",18,"Estádio Francisco Stédile"," Savio Pereira Sampaio",25248,30540,"Grêmio","EC Vitória","Renato Gaúcho","Thiago Carpini",18,17,38,11.45,30.6,26.7,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",2024,"2024-11-20",34,"Arena do Grêmio"," Bruno Arleu de Araújo",40426,60540,"Grêmio","Juventude","Renato Gaúcho","Fábio Matias",13,16,28.1,11.5,32.6,26.8,2,2,1,1,5,4,17,16,15,17,3,2,1,0,11,11,6,4
"114",2024,"2024-12-01",36,"Estádio São Januário"," Lucas Paulo Torezin",18270,24584,"Vasco da Gama","Atlético-GO","Felipe Loureiro","Anderson Gomes",12,20,41.05,11.5,26.8,27.1,2,2,0,1,5,3,10,10,10,9,3,5,1,3,16,12,7,5
"115",2023,"2023-08-05",18,"Estádio Serra Dourada","Leandro Pedro Vuaden",8384,14525,"Goiás","Fortaleza","Armando Evangelista","Juan Pablo Vojvoda",15,13,11.45,11.65,28.4,30.5,1,0,0,0,5,2,15,10,9,14,6,3,2,0,9,12,3,2
"116",2023,"2023-09-03",22,"Estádio General Sylvio Raulino de Oliveira","André Luiz Skettino Policarpo Bento",10035,18238,"Fluminense","Fortaleza","Fernando Diniz","Juan Pablo Vojvoda",5,8,35.9,11.65,31.2,30.5,1,0,0,0,5,7,13,16,16,13,6,4,4,2,13,20,4,8
"117",2023,"2023-11-30",36,"Arena do Grêmio","Marcelo de Lima Henrique  ",38683,60540,"Grêmio","Goiás","Renato Portaluppi","Mário Henrique",5,18,27.7,11.75,29.4,28.9,2,1,0,1,6,3,16,14,13,16,5,5,0,1,13,14,1,6
"118",2023,"2023-04-30",3,"Estádio Beira-Rio","Rodrigo Jose Pereira de Lima",29193,56000,"Internacional","Goiás","Mano Menezes","Émerson Ávila",4,14,32.05,11.75,28.1,28,1,0,0,0,8,11,16,10,9,15,2,7,1,4,18,14,6,7
"119",2024,"2024-06-14",8,"Estádio Governador Magalhães Pinto"," Marcelo de Lima Henrique  ",26595,61927,"Cruzeiro","Cuiabá-MT","Fernando Seabra","Petit",9,19,30.15,11.85,26.9,28,2,1,1,0,6,4,9,12,12,9,4,4,0,1,12,16,5,5
"120",2023,"2023-12-01",36,"Estádio Nabi Abi Chedid","Denis da Silva Ribeiro Serafim",4596,15010,"RB Bragantino","Fortaleza","Pedro Caixinha","Juan Pablo Vojvoda",6,11,31.1,12.05,24.5,30.6,1,2,1,2,15,3,9,10,9,8,2,5,0,2,17,6,5,1
"121",2024,"2024-08-11",22,"Arena Fonte Nova"," Braulio da Silva Machado",45972,47364,"EC Bahia","EC Vitória","Rogério Ceni","Thiago Carpini",7,17,37.45,12.18,28.6,27.9,2,0,1,0,3,7,10,12,11,9,5,1,2,0,7,13,2,3
"122",2023,"2023-06-22",11,"Estádio Governador Magalhães Pinto","Bruno Arleu de Araújo",28494,61927,"Cruzeiro","Fortaleza","Pepa","Juan Pablo Vojvoda",12,10,19.1,12.2,28.5,30.5,0,1,0,0,5,2,9,12,11,9,1,3,1,7,12,10,5,4
"123",2024,"2024-08-24",24,"Estádio Brinco de Ouro da Princesa"," Alex Gomes Stefano",30956,43713,"Palmeiras","Cuiabá-MT","Abel Ferreira","Petit",4,19,98.5,12.25,26.3,27,5,0,4,0,7,1,16,6,6,16,3,4,1,2,14,10,3,4
"124",2024,"2024-06-28",12,"Estádio Jornalista Mário Filho"," Flavio Rodrigues de Souza",26569,82238,"Fluminense","EC Vitória","Marcão","Thiago Carpini",20,15,22.25,12.33,33.6,27.4,0,1,0,0,6,2,14,12,11,14,5,5,2,0,12,9,4,1
"125",2024,"2024-11-23",35,"Estádio Olímpico Nilton Santos"," Ramon Abatti",35491,46931,"Botafogo","EC Vitória","Artur Jorge","Thiago Carpini",2,12,64.8,12.35,27.7,27.8,1,1,0,1,10,0,10,7,7,10,3,9,1,1,26,10,8,5
"126",2023,"2023-07-22",16,"Allianz Parque","Rafael Rodrigo Klein",39699,43713,"Palmeiras","Fortaleza","Abel Ferreira","Juan Pablo Vojvoda",4,9,72.45,12.35,28,31.5,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",2023,"2023-10-08",26,"Arena MRV","Marcelo de Lima Henrique  ",38350,46000,"Atlético-MG","Coritiba FC","Luiz Felipe Scolari","Thiago Kosloski",9,19,43.6,12.45,28.8,30,1,2,0,0,2,5,12,7,6,10,2,2,1,1,13,9,6,3
"128",2024,"2024-08-25",24,"MorumBIS"," Wilton Sampaio",32712,72039,"São Paulo","EC Vitória","Luis Zubeldía","Thiago Carpini",5,17,22.15,12.48,28.7,28,2,1,2,0,4,3,7,8,8,7,3,1,1,0,12,10,5,4
"129",2024,"2024-07-18",17,"Estádio Governador Plácido Castelo"," Rafael Rodrigo Klein",24813,60326,"Fortaleza","EC Vitória","Juan Pablo Vojvoda","Thiago Carpini",7,16,15.75,12.5,30.5,27.5,3,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",2024,"2024-06-30",13,"Arena MRV"," Jonathan Benkenstein Pinheiro",39767,46000,"Atlético-MG","Atlético-GO","Gabriel Milito","Anderson Gomes",9,17,29.2,12.5,26.8,26.6,1,1,1,1,5,8,10,11,9,10,4,5,0,2,15,12,4,4
"131",2024,"2024-05-12",6,"Estádio São Januário"," Raphael Claus",11084,24584,"Vasco da Gama","EC Vitória","Rafael Paiva","Léo Condé",15,19,30.85,12.5,29.5,26.7,2,1,0,0,4,4,12,12,12,12,4,6,1,0,17,13,3,5
"132",2024,"2024-11-02",32,"Ligga Arena"," Luiz Flávio de Oliveira ",40666,42372,"Athletico-PR","EC Vitória","Lucho González","Thiago Carpini",14,12,17.15,12.55,25.9,28.2,1,2,1,1,9,3,8,13,13,7,3,4,2,0,25,11,14,4
"133",2024,"2024-12-08",38,"Estádio Jornalista Mário Filho"," Lucas Casagrande",0,78838,"Flamengo","EC Vitória","Filipe Luís","Thiago Carpini",3,11,66.2,12.55,28.3,27.8,2,2,0,1,6,4,7,8,8,7,3,2,0,2,23,12,8,5
"134",2024,"2024-07-04",14,"Estádio Nabi Abi Chedid"," Davi de Oliveira Lacerda",3102,15010,"RB Bragantino","Atlético-GO","Pedro Caixinha","Anderson Gomes",8,19,40.8,12.8,25.9,26.8,3,1,3,1,3,8,15,9,9,15,5,2,1,3,13,13,5,6
"135",2023,"2023-12-07",38,"Estádio Urbano Caldeira","Leandro Pedro Vuaden",14130,20120,"Santos","Fortaleza","Marcelo Fernandes","Juan Pablo Vojvoda",17,10,40.7,12.95,28.7,30.5,1,2,0,1,10,6,15,9,8,15,5,5,4,2,15,14,4,4
"136",2023,"2023-05-09",4,"Neo Química Arena ","Ramon Abatti",36512,49205,"Corinthians","Fortaleza","Vanderlei Luxemburgo","Juan Pablo Vojvoda",15,4,33.4,13.1,27.2,29.9,1,1,0,0,5,5,6,9,9,6,1,7,3,2,21,16,10,7
"137",2023,"2023-04-23",2,"Estádio Major Antônio Couto Pereira","Wilton Sampaio",24423,40502,"Coritiba FC","Fortaleza","Leonardo Galbes","Juan Pablo Vojvoda",19,3,16.65,13.15,27,29.6,0,3,0,0,3,7,9,10,10,9,6,7,2,2,18,16,7,4
"138",2024,"2024-04-14",1,"MorumBIS"," Alex Gomes Stefano",35055,72039,"São Paulo","Fortaleza","Thiago Carpini","Juan Pablo Vojvoda",18,4,40.1,13.15,28.3,31.2,1,2,0,0,11,4,10,14,14,10,0,4,2,1,14,6,5,3
"139",2024,"2024-06-09",6,"Estádio Heriberto Hülse"," Bruno Arleu de Araújo",13846,NA,"Criciúma EC","Cuiabá-MT","Cláudio Tencati","Petit",9,18,7.05,13.2,31.2,28.1,2,5,0,3,6,2,10,13,13,10,2,6,5,0,22,13,9,4
"140",2023,"2023-09-28",22,"Estádio Cícero Pompeu de Toledo","Savio Pereira Sampaio",31720,72039,"São Paulo","Coritiba FC","Dorival Júnior","Thiago Kosloski",10,20,28.3,13.25,26.1,31.8,2,1,2,1,4,3,12,12,11,12,1,3,2,0,14,7,4,2
"141",2024,"2024-04-28",4,"Estádio Governador Magalhães Pinto"," Fábio Augusto Santos Sá Júnior",20083,61927,"Cruzeiro","EC Vitória","Fernando Seabra","Léo Condé",7,18,30.65,13.28,27.8,28.3,3,1,0,0,10,4,12,6,5,11,3,3,0,0,15,8,5,5
"142",2024,"2024-07-25",3,"Estádio Heriberto Hülse"," Jonathan Benkenstein Pinheiro",13625,19225,"Criciúma EC","Fortaleza","Cláudio Tencati","Juan Pablo Vojvoda",16,8,5.8,13.35,31.9,31,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",2023,"2023-05-14",6,"Arena do Grêmio","Bruno Mota Correia",19598,60540,"Grêmio","Fortaleza","Renato Portaluppi","Juan Pablo Vojvoda",11,8,26.9,13.35,28.4,28.5,0,0,0,0,9,5,22,22,20,19,4,6,1,1,17,14,7,7
"144",2024,"2024-08-17",23,"Estádio Nabi Abi Chedid"," Alex Gomes Stefano",3928,15010,"RB Bragantino","Fortaleza","Pedro Caixinha","Juan Pablo Vojvoda",14,2,30.45,13.35,23.3,30.9,1,2,1,1,9,2,19,13,13,18,5,7,3,1,13,14,2,2
"145",2024,"2024-07-04",14,"Estádio São Januário"," Matheus Delgado Candançan",14384,24584,"Vasco da Gama","Fortaleza","Rafael Paiva","Juan Pablo Vojvoda",14,11,27.8,13.4,29.1,31.2,2,0,1,0,7,3,21,12,12,21,4,7,2,1,19,10,5,4
"146",2024,"2024-04-20",3,"Arena do Grêmio"," Bruno Pereira Vasconcelos",22904,60540,"Grêmio","Cuiabá-MT","Renato Gaúcho","Luiz Fernando Iubel",5,19,40.6,13.6,26.5,28.8,1,0,1,0,3,4,10,5,5,10,3,3,0,0,7,14,3,8
"147",2024,"2024-11-20",34,"Estádio Heriberto Hülse"," Rafael Rodrigo Klein",12123,19225,"Criciúma EC","EC Vitória","Cláudio Tencati","Thiago Carpini",17,12,8.5,13.65,30,28.3,0,1,0,0,6,5,11,18,18,9,2,2,2,3,13,14,8,8
"148",2024,"2024-08-17",23,"Arena MRV"," Davi de Oliveira Lacerda",36290,46000,"Atlético-MG","Cuiabá-MT","Gabriel Milito","Petit",8,19,27.85,13.65,28.3,28,1,1,1,1,8,6,13,14,12,13,4,3,3,0,13,11,7,2
"149",2024,"2024-05-05",5,"Neo Química Arena "," Felipe Fernandes",42678,49205,"Corinthians","Fortaleza","Toni Oliveira","Juan Pablo Vojvoda",15,13,28.3,13.95,26.4,30.4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",2024,"2024-07-05",14,"Neo Química Arena "," Gustavo Ervino Bauermann",37689,49205,"Corinthians","EC Vitória","Raphael Laruccia","Thiago Carpini",17,16,48.8,13.95,26.6,26.9,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",2023,"2023-12-03",37,"Estádio Nabi Abi Chedid","Dyorgines Jose Padovani",3442,15010,"RB Bragantino","Coritiba FC","Pedro Caixinha","Guto Ferreira",6,19,37.8,14,24.3,25.5,1,0,0,0,12,6,16,10,10,16,0,8,1,1,27,6,12,2
"152",2023,"2023-07-22",16,"Estádio Jornalista Mário Filho","Rodrigo Jose Pereira de Lima",60402,78838,"Flamengo","América-MG","Jorge Sampaoli","Vagner Mancini",3,20,81.7,14.05,28,28.6,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",2024,"2024-06-16",9,"Arena Pantanal"," Jefferson Ferreira Moraes",4474,42968,"Cuiabá-MT","Fortaleza","Petit","Juan Pablo Vojvoda",15,11,13.4,14.25,28.2,30.8,5,0,4,0,5,1,9,6,4,9,0,8,1,1,21,2,5,2
"154",2024,"2024-06-12",8,"Estádio Alfredo Jaconi "," Wagner do Nascimento Magalhães",6186,23726,"Juventude","EC Vitória","Roger Machado","Thiago Carpini",12,20,6.9,14.33,29.1,27.5,1,1,1,1,5,4,16,8,7,16,3,1,1,1,12,18,8,9
"155",2024,"2024-06-06",2,"Arena Pantanal"," Wilton Sampaio",3614,42968,"Cuiabá-MT","EC Vitória","Petit","Thiago Carpini",18,16,12,14.33,27.5,27.5,0,0,0,0,4,3,19,14,13,17,4,0,1,1,11,13,7,7
"156",2024,"2024-07-13",17,"Arena Fonte Nova"," Davi de Oliveira Lacerda",48602,NA,"EC Bahia","Cuiabá-MT","Rogério Ceni","Petit",5,15,39.05,14.35,28.7,28.3,1,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",2023,"2023-06-11",10,"Estádio Olímpico Nilton Santos","Wilton Sampaio",19291,46931,"Botafogo","Fortaleza","Luís Castro","Juan Pablo Vojvoda",1,11,25.5,14.4,28.7,29.6,2,0,1,0,7,3,16,12,10,16,3,8,1,4,21,9,6,5
"158",2024,"2024-09-14",26,"Estádio Antonio Accioly"," Edina Alves Batista",4938,13000,"Atlético-GO","EC Vitória","Umberto Louzer","Thiago Carpini",20,17,9.35,14.5,27.8,27.4,0,2,0,1,9,5,14,14,13,10,2,5,0,0,13,7,5,2
"159",2024,"2024-09-12",19,"Estádio Beira-Rio"," Gustavo Ervino Bauermann",26441,50848,"Internacional","Fortaleza","Roger Machado","Juan Pablo Vojvoda",9,5,29.85,14.65,27.9,31.2,2,1,1,1,8,3,19,9,6,18,0,6,4,2,16,12,3,8
"160",2024,"2024-11-09",33,"Estádio Olímpico Nilton Santos"," Rodrigo José Pereira de Lima",41899,46931,"Botafogo","Cuiabá-MT","Artur Jorge","Bernardo Franco",1,19,80,14.7,28.1,28.4,0,0,0,0,8,1,8,14,14,8,1,5,5,0,28,4,14,1
"161",2023,"2023-08-13",19,"Neo Química Arena ","Ramon Abatti",42171,49205,"Corinthians","Coritiba FC","Vanderlei Luxemburgo","Thiago Kosloski",13,19,36.3,14.75,28.5,28.9,3,1,0,1,4,2,17,13,13,17,3,5,2,0,17,12,7,5
"162",2023,"2023-08-13",19,"Estádio Governador Plácido Castelo","Bruno Mota Correia",32301,60326,"Fortaleza","Santos","Juan Pablo Vojvoda","Diego Aguirre",11,17,12.95,14.8,30.4,28.4,4,0,0,0,10,6,19,20,19,19,3,7,1,3,25,9,9,2
"163",2023,"2023-05-07",4,"Arena Fonte Nova","Bruno Mota Correia",37936,47364,"EC Bahia","Coritiba FC","Renato Paiva","Antônio Carlos Zago",9,19,18.75,14.8,26.8,27.9,3,1,1,0,3,5,28,24,23,28,4,4,1,2,15,10,5,1
"164",2023,"2023-11-26",35,"Estádio Jornalista Mário Filho","Matheus Delgado Candançan",19219,82238,"Fluminense","Coritiba FC","Fernando Diniz","Thiago Kosloski",7,19,44.35,14.8,30.2,25.6,2,1,1,0,6,5,15,10,10,14,1,6,1,3,21,15,8,8
"165",2024,"2024-09-01",25,"Estádio Olímpico Nilton Santos"," Flavio Rodrigues de Souza",32564,46931,"Botafogo","Fortaleza","Artur Jorge","Juan Pablo Vojvoda",1,2,60.8,14.8,26.6,30.5,2,0,0,0,9,6,13,8,8,12,1,5,2,0,22,10,8,5
"166",2023,"2023-11-02",31,"Arena MRV","Matheus Delgado Candançan",28898,46000,"Atlético-MG","Fortaleza","Luiz Felipe Scolari","Juan Pablo Vojvoda",6,9,50.9,14.85,28.4,29.9,3,1,1,1,0,4,10,14,14,10,1,1,1,1,11,8,4,4
"167",2023,"2023-07-01",13,"Estádio Jornalista Mário Filho","Savio Pereira Sampaio",64853,78838,"Flamengo","Fortaleza","Jorge Sampaoli","Juan Pablo Vojvoda",3,11,85.6,14.85,26.8,30.2,2,0,1,0,5,4,13,14,14,13,6,2,1,2,10,15,3,4
"168",2024,"2024-06-27",12,"Neo Química Arena "," Fábio Augusto Santos Sá Júnior",38475,49205,"Corinthians","Cuiabá-MT","Toni Oliveira","Petit",18,14,49.8,14.9,24.3,28.9,1,1,0,1,13,1,10,13,12,10,3,6,2,1,24,13,9,3
"169",2023,"2023-10-19",27,"Estádio São Januário","Leandro Pedro Vuaden",20255,24584,"Vasco da Gama","Fortaleza","Ramón Díaz","Juan Pablo Vojvoda",16,8,29.95,14.95,27.5,29.4,1,0,0,0,6,6,7,9,8,6,4,8,1,1,18,12,7,6
"170",2024,"2024-10-05",29,"Arena MRV"," Matheus Delgado Candançan",34910,46000,"Atlético-MG","EC Vitória","Gabriel Milito","Thiago Carpini",10,17,35.1,15,28.5,27.7,2,2,2,0,2,5,13,14,14,12,1,1,1,3,14,9,8,5
"171",2023,"2023-09-22",24,"Estádio São Januário","Flavio Rodrigues de Souza",20321,24584,"Vasco da Gama","Coritiba FC","Ramón Díaz","Thiago Kosloski",15,20,28,15.15,28.8,29.4,5,1,2,0,6,0,10,15,14,10,2,7,1,2,19,8,3,4
"172",2023,"2023-04-29",3,"Estádio Urbano Caldeira","Anderson Daronco",11844,20120,"Santos","América-MG","Odair Hellmann","Vagner Mancini",11,20,41.1,15.15,26.5,29.8,3,2,2,1,2,6,19,16,15,18,6,3,0,1,12,19,4,7
"173",2024,"2024-08-03",21,"Estádio Manoel Barradas"," João Vitor Gobi",26715,30618,"EC Vitória","Cuiabá-MT","Estephano Neto","Petit",17,19,9.13,15.2,29.3,27.7,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174",2023,"2023-08-19",20,"Estádio Beira-Rio","Yuri Elino Ferreira da Cruz",21134,50848,"Internacional","Fortaleza","Eduardo Coudet","Juan Pablo Vojvoda",14,8,26.8,15.25,28.3,29.7,0,1,0,1,10,6,14,12,11,14,1,5,1,1,19,8,10,4
"175",2024,"2024-10-23",17,"Estádio Jornalista Mário Filho"," Braulio da Silva Machado",39465,82238,"Fluminense","Athletico-PR","Mano Menezes","Lucho González",20,8,38.75,15.25,30.4,27.2,1,0,0,0,5,3,9,15,12,9,2,4,1,1,14,6,4,3
"176",2024,"2024-11-23",35,"Estádio Alfredo Jaconi "," Matheus Delgado Candançan",6932,23726,"Juventude","Cuiabá-MT","Fábio Matias","Bernardo Franco",16,19,8.8,15.3,27.5,29.5,1,1,0,0,6,5,9,7,7,9,0,3,2,1,19,7,11,4
"177",2023,"2023-05-27",8,"Estádio Jornalista Mário Filho","Luiz Flávio de Oliveira ",65270,78838,"Flamengo","Cruzeiro","Jorge Sampaoli","Pepa",7,6,90.1,15.3,25.1,28.1,1,1,1,1,2,1,12,18,17,11,5,2,5,3,14,18,8,9
"178",2024,"2024-09-29",28,"Estádio Beira-Rio"," Wagner do Nascimento Magalhães",45112,50848,"Internacional","EC Vitória","Roger Machado","Thiago Carpini",6,17,40,15.5,27.6,27.4,3,1,1,0,2,6,26,8,8,25,3,2,0,4,10,7,2,1
"179",2024,"2024-06-14",8,"Arena Fonte Nova"," Felipe Fernandes",30048,47364,"EC Bahia","Fortaleza","Rogério Ceni","Juan Pablo Vojvoda",2,11,30,15.65,28.6,29.9,1,0,0,0,5,9,14,9,9,12,6,2,0,6,12,21,6,8
"180",2024,"2024-07-07",15,"Estádio Jornalista Mário Filho"," Rodrigo José Pereira de Lima",54948,78838,"Flamengo","Cuiabá-MT","Tite","Petit",1,16,79.2,15.8,28.7,28,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181",2024,"2024-11-02",32,"Estádio Alfredo Jaconi "," Raphael Claus",7419,23726,"Juventude","Fortaleza","Fábio Matias","Juan Pablo Vojvoda",18,3,9.95,15.95,27.6,30.7,0,3,0,2,5,3,7,14,14,7,1,6,2,4,17,11,7,3
"182",2023,"2023-05-20",7,"Estádio Raimundo Sampaio","Luiz Flávio de Oliveira ",2488,25000,"América-MG","Fortaleza","Vagner Mancini","Juan Pablo Vojvoda",19,11,8.9,16,28.4,28.4,2,1,2,1,1,2,14,8,6,14,4,1,0,1,9,16,5,5
"183",2023,"2023-07-04",13,"Estádio Serra Dourada","Denis Ribeiro Serafim",10394,14525,"Goiás","Coritiba FC","Armando Evangelista","Thiago Kosloski",17,20,10.65,16.1,28.5,26.7,1,2,0,2,7,2,20,24,22,18,6,5,1,1,18,13,6,3
"184",2023,"2023-04-29",3,"Estádio Nabi Abi Chedid","Braulio da Silva Machado",4829,13212,"RB Bragantino","Cruzeiro","Pedro Caixinha","Pepa",12,6,27.3,16.1,24.8,29.7,0,3,0,1,5,9,18,8,8,17,2,5,1,4,12,18,5,7
"185",2024,"2024-10-19",30,"Estádio Antonio Accioly"," Braulio da Silva Machado",3622,13000,"Atlético-GO","Cuiabá-MT","Umberto Louzer","Bernardo Franco",20,19,9.7,16.15,26.6,29.2,0,0,0,0,8,4,17,15,14,16,0,4,0,1,16,6,7,2
"186",2024,"2024-09-17",26,"Estádio Beira-Rio"," Braulio da Silva Machado",35366,50848,"Internacional","Cuiabá-MT","Roger Machado","Bernardo Franco",8,19,41.75,16.2,28.3,29.3,3,0,2,0,2,3,8,10,9,7,0,4,3,2,15,2,6,2
"187",2023,"2023-10-27",29,"Estádio Urbano Caldeira","Wagner do Nascimento Magalhães",12205,20120,"Santos","Coritiba FC","Marcelo Fernandes","Thiago Kosloski",16,19,40.6,16.25,27.2,29.4,2,1,1,1,11,2,15,21,20,14,1,5,1,2,24,3,13,1
"188",2023,"2023-11-04",32,"Arena do Grêmio","Braulio da Silva Machado",40154,60540,"Grêmio","EC Bahia","Renato Portaluppi","Rogério Ceni",4,16,35.6,16.35,30.2,28.5,1,0,0,0,5,4,9,17,15,9,5,2,1,0,7,19,3,9
"189",2024,"2024-11-23",34,"Estádio Jornalista Mário Filho"," Raphael Claus",37969,82238,"Fluminense","Fortaleza","Mano Menezes","Juan Pablo Vojvoda",15,3,38.85,16.45,32.2,30.9,2,2,1,2,8,3,9,11,11,8,3,3,1,2,10,11,2,4
"190",2024,"2024-10-26",31,"Allianz Parque"," Ramon Abatti",40321,43713,"Palmeiras","Fortaleza","Abel Ferreira","Juan Pablo Vojvoda",2,3,113,16.55,27.6,30.5,2,2,1,1,3,3,9,17,15,9,1,4,0,0,16,11,5,6
"191",2023,"2023-05-27",8,"Arena Pantanal","Denis Ribeiro Serafim",8660,42968,"Cuiabá-MT","Coritiba FC","Toni Oliveira","Antônio Carlos Zago",15,20,8.2,16.6,28.7,26.8,1,1,1,0,2,6,8,13,13,8,1,2,0,3,10,8,5,5
"192",2023,"2023-10-29",30,"Estádio Beira-Rio","André Luiz Skettino Policarpo Bento",36272,50848,"Internacional","Coritiba FC","Eduardo Coudet","Thiago Kosloski",13,19,44.6,16.85,28.6,27.8,3,4,1,2,5,1,13,18,17,11,2,7,0,1,18,12,5,4
"193",2023,"2023-07-08",14,"Estádio São Januário","Savio Pereira Sampaio",0,24584,"Vasco da Gama","Cruzeiro","William Batista","Pepa",19,9,24,16.9,25.3,27.1,0,1,0,1,4,6,7,18,17,7,4,1,3,1,9,7,7,0
